,budget,genres,original_language,popularity,production_companies,release_date,revenue,status,title,vote_average,vote_count,release_year,net_loss_profit,Primary Genre
10689,12000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",fr,7.594102,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'EuropaCorp', 'id': 6896}]",11/9/2004,9584131.0,Released,District B13,6.5,572.0,2004,-2415869.0,Action
12045,24000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,11.414893,"[{'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'I Could Never Ltd.', 'id': 3587}, {'name': 'Bauer Martinez Studios', 'id': 34999}]",5/11/2007,9576495.0,Released,I Could Never Be Your Woman,5.7,94.0,2007,-14423505.0,Comedy
6176,3000000,"[{'id': 35, 'name': 'Comedy'}]",en,1.739182,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}]",2/22/1991,9563393.0,Released,Scenes from a Mall,4.8,22.0,1991,6563393.0,Comedy
11255,6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",fr,10.603991,"[{'name': 'Gaumont', 'id': 9}, {'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Canal+', 'id': 5358}, {'name': 'TPS Star', 'id': 6586}, {'name': 'Partizan Films', 'id': 11911}, {'name': 'Mikado Film', 'id': 11912}]",2/11/2006,9524340.0,Released,The Science of Sleep,6.8,253.0,2006,3524340.0,Comedy
10799,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,7.435544,"[{'name': 'International Production Company', 'id': 1507}, {'name': 'True Grit Productions', 'id': 2227}, {'name': 'Zero Gravity Management', 'id': 5357}, {'name': 'Pierce/Williams Entertainment', 'id': 18621}]",1/6/2006,9500000.0,Released,Running Scared,7.0,332.0,2006,-7500000.0,Action
873,2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,10.879289,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Jurow-Shepherd', 'id': 11355}]",10/5/1961,9500000.0,Released,Breakfast at Tiffany's,7.6,1082.0,1961,7000000.0,Comedy
2569,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,7.725842999999999,"[{'name': 'Rhombus Media', 'id': 164}, {'name': 'Channel Four Films', 'id': 181}]",9/10/1998,9495408.0,Released,The Red Violin,7.2,101.0,1998,-8504592.0,Drama
22632,33000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,6.839535000000001,"[{'name': 'Epithète Films', 'id': 7286}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Tapioca Films', 'id': 12000}]",10/16/2013,9494789.0,Released,The Young and Prodigious T.S. Spivet,6.7,234.0,2013,-23505211.0,Adventure
18199,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,8.26008,"[{'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'After Dark Films', 'id': 3608}, {'name': 'IM Global', 'id': 7437}, {'name': 'Automatik Entertainment', 'id': 7625}, {'name': 'Silver Reel', 'id': 12075}, {'name': 'EMJAG Productions', 'id': 14654}, {'name': 'Millar Gough Ink', 'id': 20356}, {'name': 'Headshot Films', 'id': 25876}]",1/31/2013,9489829.0,Released,Bullet to the Head,5.2,490.0,2013,-45510171.0,Action
781,3500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,10.827266,"[{'name': 'Fox Searchlight Pictures', 'id': 43}]",8/26/1996,9482579.0,Released,She's the One,5.7,71.0,1996,5982579.0,Comedy
15874,22000000,"[{'id': 18, 'name': 'Drama'}]",en,11.275132000000001,"[{'name': 'Stone Productions', 'id': 6572}, {'name': 'Mimran Schur Pictures', 'id': 6573}]",10/7/2010,9479718.0,Released,Stone,5.2,195.0,2010,-12520282.0,Drama
15894,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",en,8.278794,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'DNA Films', 'id': 284}, {'name': 'Film4', 'id': 9349}]",9/15/2010,9455232.0,Released,Never Let Me Go,6.8,755.0,2010,-5544768.0,Drama
11286,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,7.991167999999999,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Rising Star', 'id': 1208}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'VIP 4 Medienfonds', 'id': 23238}]",9/10/2006,9450897.0,Released,All the King's Men,5.7,95.0,2006,-45549103.0,Drama
11729,50000000,"[{'id': 18, 'name': 'Drama'}]",en,5.91265,"[{'name': 'Kanzaman', 'id': 4169}, {'name': 'The Saul Zaentz Company', 'id': 5237}, {'name': 'Antena 3 Televisión', 'id': 11737}, {'name': 'Xuxa Producciones S.L.', 'id': 57206}]",11/8/2006,9448082.0,Released,Goya's Ghosts,6.6,100.0,2006,-40551918.0,Drama
731,1800000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",en,9.803980000000001,"[{'name': 'Hawk Films', 'id': 88}, {'name': 'Columbia Pictures Corporation', 'id': 441}]",1/29/1964,9440272.0,Released,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1472.0,1964,7640272.0,Drama
43862,60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",en,6.55207,"[{'name': 'Reel FX Creative Studios', 'id': 2787}, {'name': 'Dream Factory Group', 'id': 89486}, {'name': 'Mandoo Pictures', 'id': 89487}, {'name': 'Huayi Tencent Entertainment Company', 'id': 89488}, {'name': 'Eracme Entertainment', 'id': 89489}]",7/8/2016,9420546.0,Released,Rock Dog,5.8,47.0,2016,-50579454.0,Adventure
18149,10500000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",hi,1.9704810000000001,"[{'name': 'Warner Bros.', 'id': 6194}]",1/16/2009,9400000.0,Released,Chandni Chowk To China,5.3,13.0,2009,-1100000.0,Action
13916,23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,4.164362000000001,"[{'name': 'Pathé Renn Productions', 'id': 866}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Aramid Entertainment Fund', 'id': 3272}, {'name': 'Canal+', 'id': 5358}, {'name': 'Bill Kenwright Films', 'id': 7058}, {'name': 'Pathe', 'id': 7396}, {'name': 'Deutsche Filmförderfonds (DFFF)', 'id': 11238}, {'name': 'Région Ile-de-France', 'id': 11246}, {'name': 'France 3 Cinema', 'id': 16804}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'National Lottery through UK Film Council', 'id': 20456}, {'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 27897}, {'name': 'Cine Productions', 'id': 30298}, {'name': 'MMC Studios', 'id': 30299}, {'name': 'Tiggy Films', 'id': 30300}, {'name': 'Banque Populaire Images 9', 'id': 30301}, {'name': 'Cheri Productions', 'id': 30302}, {'name': 'Erste MMC-Production', 'id': 30303}]",2/10/2009,9366227.0,Released,Cheri,5.9,57.0,2009,-13633773.0,Drama
9986,9200000,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",en,7.085211999999999,"[{'name': 'Warner Bros.', 'id': 6194}]",7/6/1979,9346177.0,Released,The Frisco Kid,6.0,38.0,1979,146177.0,Western
12951,45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",en,11.221186,"[{'name': 'Rai Cinema', 'id': 2683}, {'name': '40 Acres & A Mule Filmworks', 'id': 4319}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'On My Own', 'id': 20341}]",9/15/2008,9323833.0,Released,Miracle at St. Anna,6.3,90.0,2008,-35676167.0,Drama
5475,4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,10.936827000000001,"[{'name': 'Slough Pond', 'id': 4730}, {'name': 'double A Films', 'id': 4731}]",1/11/2002,9304609.0,Released,Secretary,6.8,378.0,2002,5304609.0,Comedy
38562,3500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",hi,1.280578,[],11/12/2004,9250000.0,Released,Aitraaz,4.9,17.0,2004,5750000.0,Thriller
2612,2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,9.551293,"[{'name': 'Seven Arts Productions', 'id': 516}, {'name': 'Allied Artists', 'id': 517}, {'name': 'Transworld Pictures', 'id': 518}]",6/13/1962,9250000.0,Released,Lolita,7.3,409.0,1962,7250000.0,Drama
2271,3500000,"[{'id': 35, 'name': 'Comedy'}]",en,0.556435,"[{'name': 'Artisan Entertainment', 'id': 2188}]",11/25/1998,9247881.0,Released,Ringmaster,3.8,13.0,1998,5747881.0,Comedy
8932,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,10.10753,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Mirage Films', 'id': 15685}]",12/11/1990,9243140.0,Released,Havana,5.5,20.0,1990,-30756860.0,Drama
6041,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,4.9840800000000005,"[{'name': 'United Artists', 'id': 60}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'IM Filmproduktion', 'id': 1809}, {'name': 'Cosmic Pictures', 'id': 1810}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Alphaville Films', 'id': 11462}]",12/14/2002,9237470.0,Released,Dark Blue,6.5,86.0,2002,-5762530.0,Action
12373,7000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",en,7.958502,"[{'name': 'Epic Productions', 'id': 1988}, {'name': 'Vision International', 'id': 3603}, {'name': 'Vision PDG', 'id': 4109}, {'name': 'Trans World Entertainment (TWE)', 'id': 17915}]",1/26/1990,9229401.0,Released,Dark Angel,5.5,75.0,1990,2229401.0,Action
18954,5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,5.8751809999999995,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Horsethief Pictures', 'id': 6352}, {'name': 'Mandalay Vision', 'id': 6667}, {'name': 'Wind Dancer Productions', 'id': 8116}, {'name': 'Detour Filmproduction', 'id': 11510}]",4/27/2012,9206470.0,Released,Bernie,6.5,325.0,2012,4206470.0,Comedy
4399,6200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",en,6.606325,"[{'name': 'Greenfox', 'id': 68860}]",1/15/1988,9205924.0,Released,Return of the Living Dead Part II,5.8,95.0,1988,3005924.0,Comedy
35626,5200000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",hi,3.5713760000000003,"[{'name': 'Getaway Films', 'id': 12865}, {'name': 'Rajkumar Hirani Films', 'id': 44163}, {'name': 'Vinod Chopra Films', 'id': 44164}]",1/7/2016,9200000.0,Released,Wazir,6.7,36.0,2016,4000000.0,Thriller
8379,2000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1.52854,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",8/30/1940,9172000.0,Released,Boom Town,6.5,8.0,1940,7172000.0,Adventure
5634,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,8.031761,"[{'name': 'SLM Production Group', 'id': 396}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Hera Productions', 'id': 16192}]",12/11/1981,9171289.0,Released,Pennies from Heaven,6.3,25.0,1981,-12828711.0,Drama
19664,1000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",en,5.760319,"[{'name': 'Rhino Films', 'id': 1591}, {'name': 'Such Much Films', 'id': 13195}]",5/2/2012,9138338.0,Released,The Sessions,6.6,183.0,2012,8138338.0,Drama
11114,2160000,"[{'id': 18, 'name': 'Drama'}]",en,0.23053400000000002,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",6/1/1945,9132000.0,Released,The Valley of Decision,5.8,4.0,1945,6972000.0,Drama
21764,5000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,14.970485,"[{'name': 'Egoli Tossell Film AG', 'id': 2254}, {'name': 'Steel Mill Pictures', 'id': 15282}, {'name': 'Entre Chien et Loup', 'id': 15472}, {'name': 'Filmgate Films', 'id': 18230}, {'name': 'Logie Pictures', 'id': 19637}, {'name': 'Altitude Film Entertainment', 'id': 19638}, {'name': 'Film House Germany', 'id': 19639}, {'name': 'Maven Pictures', 'id': 19640}]",9/23/2013,9114264.0,Released,Filth,6.8,628.0,2013,4114264.0,Crime
31154,3500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,1.0351299999999999,[],3/5/2009,9112193.0,Released,Love and the City,5.1,14.0,2009,5612193.0,Comedy
28697,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",en,5.02124,"[{'name': 'Qwerty Films', 'id': 892}, {'name': 'Alliance Films', 'id': 2514}, {'name': 'Canal+', 'id': 5358}, {'name': 'TF1 Droits Audiovisuels', 'id': 8350}, {'name': 'Scope Pictures', 'id': 11199}]",11/5/2014,9104716.0,Released,Suite Française,7.1,284.0,2014,-5895284.0,Drama
41944,7500000,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",no,1.176258,"[{'name': 'Film i Väst', 'id': 6417}, {'name': 'Newgrange Pictures', 'id': 16076}, {'name': 'Paradox Film', 'id': 59365}]",9/29/2016,9100000.0,Released,The King's Choice,6.6,14.0,2016,1600000.0,War
32721,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",en,11.732546000000001,"[{'name': 'Participant Media', 'id': 6735}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Red Crown Productions', 'id': 16945}]",9/11/2015,9077700.0,Released,Beasts of No Nation,7.6,476.0,2015,3077700.0,Drama
6912,3000000,"[{'id': 37, 'name': 'Western'}]",en,6.09018,"[{'name': 'United Artists', 'id': 60}, {'name': 'Monterey Productions', 'id': 1316}, {'name': 'Charles K. Feldman Group', 'id': 1317}]",8/26/1948,9012000.0,Released,Red River,7.3,85.0,1948,6012000.0,Western
2024,18000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,3.896319,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'APJAC Productions', 'id': 12943}]",12/19/1967,9000000.0,Released,Doctor Dolittle,6.0,42.0,1967,-9000000.0,Adventure
9592,1200000,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,2.9147380000000003,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Bakshi Productions', 'id': 4921}]",2/9/1977,9000000.0,Released,Wizards,6.4,42.0,1977,7800000.0,Animation
3201,6000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,0.651625,[],3/1/2000,9000000.0,Released,3 Strikes,5.9,15.0,2000,3000000.0,Action
5411,1000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,1.1575819999999999,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",11/15/1956,9000000.0,Released,Love Me Tender,5.5,21.0,1956,8000000.0,Drama
4873,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",en,9.730217,"[{'name': 'Edward Small Productions', 'id': 13479}]",12/17/1957,9000000.0,Released,Witness for the Prosecution,8.1,278.0,1957,6000000.0,Drama
40375,9000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,7.977391000000001,"[{'name': 'Big Beach Films', 'id': 12808}, {'name': 'Raindog Films', 'id': 60263}]",11/4/2016,8996802.0,Released,Loving,6.5,275.0,2016,-3198.0,Drama
402,8000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,8.497643,"[{'name': 'New Line Cinema', 'id': 12}]",12/12/1994,8946600.0,Released,In the Mouth of Madness,7.1,307.0,1994,946600.0,Horror
2689,13000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",en,8.345784,"[{'name': 'Konrad Pictures', 'id': 85}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Interscope Communications', 'id': 10201}]",8/11/1999,8946237.0,Released,Teaching Mrs. Tingle,5.3,94.0,1999,-4053763.0,Comedy
13489,8500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",th,8.553506,"[{'name': 'Iyara Films', 'id': 3182}]",12/4/2008,8936663.0,Released,Ong Bak 2,5.9,156.0,2008,436663.0,Adventure
30115,5579750,"[{'id': 35, 'name': 'Comedy'}]",it,2.2089060000000003,"[{'name': 'Fandango', 'id': 2441}, {'name': 'Rai Cinema', 'id': 2683}]",11/30/2012,8927600.0,Released,Tutto tutto niente niente,4.8,54.0,2012,3347850.0,Comedy
28785,7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1.456485,"[{'name': 'Golan-Globus', 'id': 1445}]",8/31/1984,8914881.0,Released,Bolero,3.4,23.0,1984,1914881.0,Drama
12584,7000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,9.218164,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Kawoosh! Productions DTV I', 'id': 72565}]",3/11/2008,8900000.0,Released,Stargate: The Ark of Truth,6.9,143.0,2008,1900000.0,Adventure
2771,28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,4.512767,"[{'name': 'Hollywood Pictures', 'id': 915}]",10/1/1999,8888143.0,Released,"Mystery, Alaska",6.0,71.0,1999,-19111857.0,Drama
7536,11000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",en,6.372135,"[{'name': 'Seraphim Films', 'id': 3557}, {'name': 'Morgan Creek Productions', 'id': 10210}]",2/16/1990,8862354.0,Released,Nightbreed,6.4,106.0,1990,-2137646.0,Action
2416,1700000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,11.644764,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Apjac International', 'id': 22542}]",6/15/1973,8844595.0,Released,Battle for the Planet of the Apes,5.5,220.0,1973,7144595.0,Action
6635,8000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",pl,5.019679,"[{'name': 'Bandai Visual Company', 'id': 528}, {'name': 'Nippon Herald Films', 'id': 1598}, {'name': 'Dentsu Productions Ltd.', 'id': 3340}, {'name': 'Deiz Production', 'id': 5853}, {'name': 'Media Factory', 'id': 7967}]",1/20/2001,8826094.0,Released,Avalon,6.8,93.0,2001,826094.0,Action
38242,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,9.115939,"[{'name': 'Rainmaker Entertainment', 'id': 2213}, {'name': 'Blockade Entertainment', 'id': 30786}, {'name': 'Sony Computer Entertainment', 'id': 30794}]",4/13/2016,8821329.0,Released,Ratchet & Clank,5.4,188.0,2016,-11178671.0,Action
39895,8000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,12.521071000000001,"[{'name': 'Twentieth Century-Fox', 'id': 3408}, {'name': 'TSG Entertainment', 'id': 22213}]",9/1/2016,8810591.0,Released,Morgan,5.7,436.0,2016,810591.0,Horror
7343,10000000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,9.836894000000001,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Delphi II Productions', 'id': 7585}]",10/25/1984,8801940.0,Released,Body Double,6.4,138.0,1984,-1198060.0,Crime
16920,1500000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",nl,4.330658000000001,"[{'name': 'Comedy Central', 'id': 1538}, {'name': 'Eyeworks', 'id': 6461}]",12/9/2010,8786756.0,Released,New Kids Turbo,6.3,73.0,2010,7286756.0,Action
14840,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",fr,9.133996,"[{'name': 'Sofica Europacorp', 'id': 854}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'TF1 International', 'id': 7799}, {'name': 'CiBy 2000', 'id': 7832}]",2/18/2009,8786375.0,Released,District 13: Ultimatum,6.0,323.0,2009,-6213625.0,Action
19076,25000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",en,7.323283,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'France 2 Cinéma', 'id': 83}, {'name': 'VideoFilmes', 'id': 346}, {'name': 'Vanguard Films', 'id': 614}, {'name': 'Canal+', 'id': 5358}, {'name': 'SPAD Films', 'id': 8372}, {'name': 'MK2 Productions', 'id': 9209}, {'name': 'Film4', 'id': 9349}, {'name': 'Ciné+', 'id': 10611}, {'name': 'France Télévisions', 'id': 11795}, {'name': 'Nomadic Pictures', 'id': 12467}, {'name': 'Kramer & Sigman Films', 'id': 21914}, {'name': 'Jerry Leider Company', 'id': 79077}]",5/22/2012,8784318.0,Released,On the Road,5.5,312.0,2012,-16215682.0,Adventure
12881,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",en,9.469873,"[{'name': 'Fox Atomic', 'id': 2890}]",8/20/2008,8762890.0,Released,The Rocker,5.6,159.0,2008,-6237110.0,Comedy
904,2500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",en,5.490505000000001,"[{'name': 'Paramount Pictures', 'id': 4}]",8/3/1955,8750000.0,Released,To Catch a Thief,7.1,299.0,1955,6250000.0,Crime
10496,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,2.217704,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",9/10/1977,8720000.0,Released,Damnation Alley,5.0,27.0,1977,-8280000.0,Action
6098,1200000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",ja,6.4861260000000005,"[{'name': 'Kadokawa Shoten Publishing Co. Ltd.', 'id': 1194}, {'name': 'Omega Project', 'id': 1195}]",1/31/1998,8690429.0,Released,Ringu,6.9,310.0,1998,7490429.0,Horror
6712,500000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,5.85469,"[{'name': 'Next Wednesday Productions', 'id': 921}, {'name': 'SenArt Films', 'id': 922}]",1/26/2003,8679814.0,Released,The Station Agent,7.4,213.0,2003,8179814.0,Drama
4078,15000000,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,0.338943,"[{'name': 'De Laurentiis Entertainment Group (DEG)', 'id': 484}, {'name': 'Red Dragon Productions S.A.', 'id': 67627}]",8/14/1986,8620929.0,Released,Manhunter,6.8,340.0,1986,-6379071.0,Crime
3870,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,7.492912,"[{'name': 'Dino De Laurentiis Company', 'id': 10308}]",5/4/1984,8613462.0,Released,The Bounty,6.5,109.0,1984,-16386538.0,Action
6105,20000000,"[{'id': 35, 'name': 'Comedy'}]",en,6.515316,"[{'name': 'Motion Picture Corporation of America', 'id': 2090}, {'name': 'Artisan Entertainment', 'id': 2188}]",10/1/2002,8586376.0,Released,Boat Trip,4.7,148.0,2002,-11413624.0,Comedy
42714,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,21.791110999999997,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Northern Ireland Screen', 'id': 11667}, {'name': 'Sierra / Affinity', 'id': 24049}, {'name': 'MICA Entertainment', 'id': 24510}, {'name': 'MadRiver Pictures', 'id': 73492}, {'name': 'Keep Your Head', 'id': 79963}]",10/15/2016,8574339.0,Released,The Lost City of Z,6.1,598.0,2016,-21425661.0,Action
6959,900000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,9.096254,"[{'name': 'Trimark Pictures', 'id': 4063}]",1/8/1993,8556940.0,Released,Leprechaun,5.1,120.0,1993,7656940.0,Comedy
